NO,시장명,소재지도로명주소,위도,경도,시/도,시/군/구
1330,정이있는구포시장,부산광역시 북구 구포1동 599-15,35.2089061,129.0039447,부산광역시 ,북구
1331,구례상설시장,전라남도 구례군 구례읍 구례1길 45-6,35.2096128,127.4657545,전라남도 ,구례군
1332,대동훼미리코아상가,경상남도 창원시 성산구 대정로 138(대방동358),35.2110558,128.7089402,경상남도 ,창원시
1333,덕천시장,부산광역시 북구 덕천동 411-5,35.2112336,129.0134517,부산광역시 ,북구
1334,금강시장,부산광역시 동래구 온천 3동 1376-7,35.2121405,129.0724535,부산광역시 ,동래구
1335,대방덕산1차상가,경상남도 창원시 성산구 대정로131 (대방동),35.2128086,128.7067038,경상남도 ,창원시
1336,비아5일시장,광주광역시 광산구 비아 충앙로 26-1,35.2136507,126.8242013,광주광역시 ,광산구
1337,만덕시장,부산광역시 북구 만덕1동 829,35.2145273,129.0353937,부산광역시 ,북구
1338,서동전통골목시장,부산광역시 금정구 서동 339-1,35.2156036,129.1023634,부산광역시 ,금정구
1339,서동향토시장,부산광역시 금정구 서동 194-1,35.2159137,129.1033564,부산광역시 ,금정구
1340,서동시장,부산광역시 금정구 서동 302,35.2162986,129.1022512,부산광역시 ,금정구
1341,성원3차상가,경상남도 창원시 성산구 동산로 124,35.2169771,128.6919772,경상남도 ,창원시
1342,삼가시장,경상남도 창원시 마산합포구 산호동 28-28,35.2183851,128.5819915,경상남도 ,창원시
1343,영광고추특화시장,전라남도 영광군 영광읍 신남로,35.2917833,126.5059205,전라남도 ,영광군
1344,경창상가,경상남도 창원시 성산구 상남로 67(상남ㄴ동),35.2202122,128.6792736,경상남도 ,창원시
1345,월영대시장,경상남도 창원시 마산합포구 해운동 14-15,35.2202222,128.6792736,경상남도 ,창원시
1346,금사제일상가시장,부산광역시 금정구 금사동 68-14,35.2204677,129.1125786,부산광역시 ,금정구
1347,창원코아상가,경상남도 창원시 성산구 상남 73-4,35.2204822,128.6794955,경상남도 ,창원시
1348,온천인정시장,부산광역시 동래구 온천동147-7,35.2222946,129.0830773,부산광역시 ,동래구
1349,반송골목시장,부산광역시 해운대구 아랫반송로39번길 18-12,35.2240354,129.1503815,부산광역시 ,해운대구
1350,사직시장,부산광역시 동래구 사직북로 34번길 48,35.2240545,128.6725607,부산광역시 ,동래구
1351,부곡도깨비시장,부산광역시 금정구 부곡동 304-1,35.2256722,129.0913938,부산광역시 ,금정구
1352,반송시장,부산광역시 해운대구 반송1동 709-12,35.2264821,129.1480543,부산광역시 ,해운대구
1353,서마산시장,경상남도 창원시 마산회원구 석전동 155-9,35.2289478,128.5691146,경상남도 ,창원시
1354,석촌시장,경상남도 창원시 마산회원구 석전 2동 257-1,35.2306755,128.5716645,경상남도 ,창원시
1355,장전상가시장,부산광역시 금정구 장전동 421-7번지,35.2307048,129.0860673,부산광역시 ,금정구
1356,반송2동시장,부산광역시 해운대구 반송2동 40-762,35.2311274,129.1562381,부산광역시 ,해운대구
1357,경민인터빌상가,경상남도 창원시 마산회원구 양덕1동 15-27,35.2318884,128.5838458,경상남도 ,창원시
1358,양덕중앙시장,경상남도 창원시 마산회원구 양덕1동 15-1,35.2324653,128.5841808,경상남도 ,창원시
1359,외동전통시장,경상남도 김해시 외동 1254-2,35.2329388,128.8660248,경상남도 ,김해시
1360,역전통합시장,경상남도 창원시 마산회원구 석전2동 226-2,35.2361462,128.5794376,경상남도 ,창원시
1361,지리산함양시장,경상남도 함양군 함양읍 중앙시장길 5-3,35.2362531,128.8838693,경상남도 ,함양군
1362,김해전통시장(김해동상시장),경상남도 김해시 호계로 517번길 5-13,35.2362531,128.8838693,경상남도 ,김해시
1363,마산역번개시장,경상남도 창원시 마산회원구 석전2동 227-1,35.2367174,128.5787605,경상남도 ,창원시
1364,창평전통시장,전라남도 담양군 창평면 창평리,35.2382176,127.0145087,전라남도 ,담양군
1365,기장시장,부산광역시 기장군 기장읍 대라리 72-1,35.2434755,129.2151949,부산광역시 ,기장군
1366,감전제일상가시장,부산광역시 사상구 감전동 121-12,35.2447356,129.0897614,부산광역시 ,사상구
1367,봉곡시장,경상남도 창원시 의창구 봉곡동 145-1,35.2469624,128.6720136,경상남도 ,창원시
1368,구서오시게시장,부산광역시 금정구 구서로 12,35.2473156,129.0897614,부산광역시 ,금정구
1369,구암현대시장,경상남도 창원시 마산회원구 구암1동 18-2번지,35.2481517,128.5909407,경상남도 ,창원시
1370,명곡종합상가,경상남도 창원시 의창구 명서동 75-16,35.2484911,128.6462034,경상남도 ,창원시
1371,진례전통시장,경상남도 김해시 진례면 송정리 239-3,35.2487198,128.7488481,경상남도 ,김해시
1372,명서전통시장,경상남도 창원시 의창구 원이대로 189번길 37-3,35.2494478,128.6459802,경상남도 ,창원시
1373,구암시장,경상남도 창원시 마산회원구 구암2동 88-2,35.2495872,128.5996204,경상남도 ,창원시
1374,삼성시장,경상남도 김해시 삼방동 669-1,35.2501069,128.9095128,경상남도 ,김해시
1375,대동중앙상가,경상남도 창원시 의창구 팔용동 124-2,35.2549491,128.6161078,경상남도 ,창원시
1376,소계옛길시장,경상남도 창원시 의창구 소계로 99-4,35.2568284,128.5990254,경상남도 ,창원시
1377,소계시장,경상남도 창원시 의창구 소계로 83-6,35.2568285,128.5990253,경상남도 ,창원시
1378,코오롱타운상가,경상남도 창원시 마산회원구 내서읍 호계리 10,35.2669488,128.5258999,경상남도 ,창원시
1379,옥과5일시장,전라남도 곡성군 옥과면 천변로 135,35.2735963,127.1358781,전라남도 ,곡성군
1380,가야상설시장(가야시장),경상남도 함안군 가야읍 가야8길 8,35.2772075,128.4064125,경상남도 ,함안군
1381,북마산가구시장,경상남도 창원시 마산합포구 추산동 1-34,35.2772075,128.4064125,경상남도 ,창원시
1382,곡성기차마을전통시장,전라남도 곡성군 곡성읍 읍내리 208,35.2800889,127.2993569,전라남도 ,곡성군
1383,영광매일시장(굴비골영광시장),전라남도 영광군 영광읍 중앙로 3길,35.2917833,126.5059205,전라남도 ,영광군
1384,영광터미널시장,전라남도 영광군 영광읍 신남로,35.2917833,126.5059205,전라남도 ,영광군
1385,야음상가시장,울산광역시 남구 야음동 815-10,35.5236335,129.3318934,울산광역시 ,남구
1386,덕신2차시장,울산광역시 울주군 덕신리 429,35.5237426,129.2112688,울산광역시 ,울주군
1387,통영중앙전통시장,경상남도 통영시 중앙시장1길 14-16(중앙동),35.2951782,128.4257873,경상남도 ,통영시
1388,남포지하도상가,부산광역시 중구 구덕로 44,35.09800052,129.0306208,부산광역시 ,중구
1389,진영전통시장,경상남도 김해시 진영읍 진영리 235-16,35.3021672,128.7306257,경상남도 ,김해시
1390,칠원공설시장,경상남도 함안군 칠원면 서남3길 14,35.3057916,128.5194214,경상남도 ,함안군
1391,의령시장,경상남도 의령군 의령읍 중동 386,35.3079895,128.2678657,경상남도 ,의령군
1392,지리산나들이장터,전라남도 구례군 산동면,35.3151149,127.4446833,전라남도 ,구례군
1393,대산시장,전라북도 고창군 대산면 공음대산로,35.3383648,126.5716442,전라북도 ,고창군
1394,양산남부시장,경상남도 양산시 중부동 423-5,35.3428227,129.0372115,경상남도 ,양산시
1395,양산남부시장상가,경상남도 양산시 중부동 420-11,35.3431179,129.0364267,경상남도 ,양산시
1396,양산북부시장,경상남도 양산시 북부동 148-19,35.3504767,129.0412405,경상남도 ,양산시
1397,대산공설시장,경상남도 함안군 대산면 구혜리 221-3,35.3528428,128.4279712,경상남도 ,함안군
1398,덕산면전통시장,경상남도 양산시 덕계동 754-1,35.3697803,129.1471638,경상남도 ,양산시
1399,순창시장,전라북도 순창군 순창읍 남계리 800,35.3718549,127.1451216,전라북도 ,순창군
1400,수산시장,경상남도 밀양시 하남읍 수산리 815-16,35.3744003,128.7086111,경상남도 ,밀양시
1401,산호시장,경상남도 산청군 산천읍 산청리 251-2,35.3836942,127.9010664,경상남도 ,산청군
1402,덕산시장,경상남도 산청군 사천면 931-3,35.3836942,127.9010664,경상남도 ,산청군
1403,시민상가시장,경기도 수원시 팔달구 영동 10-18,35.3890993,128.4824741,경기도 ,수원시
1404,송지시장,경상남도 밀양시 삼랑진읍 송지리 359-15,35.3968971,128.8371711,경상남도 ,밀양시
1405,남원공설시장,전라북도 남원시 의총로51,35.4047185,127.3754574,전라북도 ,남원시
1406,성내전통시장,울산광역시 중구 성남동 190-239,35.5545524,129.3175813,울산광역시 ,중구
1407,옥골시장,울산광역시 중구 중앙시장길 17-7,35.5552595,129.3229752,울산광역시 ,중구
1408,울산시장,울산광역시 중구 구교로 35,35.5555247,129.3283619,울산광역시 ,중구
1409,서천특화시장,경상남도 양산시 삼호동 524,35.4163757,129.1720143,경상남도 ,양산시
1410,사거리시장,전라남도 장성군 북이면 사거리 699,35.4276472,126.8072898,전라남도 ,장성군
1411,고창전통시장,전라북도 고창군 고창읍 시장안길 29,35.4325624,126.6984884,전라북도 ,고창군
1412,덕신1차시장,울산광역시 울주군 온산읍 온덕1길 25,35.4352445,129.3093682,울산광역시 ,울주군
1413,영산시장,경상남도 창녕군 영산면 신영산로56,35.4561944,128.5325425,경상남도 ,창녕군
1414,남원인월시장,전라북도 남원시 인월면 인월로 63,35.4611227,127.6021557,전라북도 ,남원시
1415,해리시장,전라북도 고창군 해리면 중앙로 56-6,35.4756306,126.5108893,전라북도 ,고창군
1416,무안전통시장,경상남도 밀양시 무안리 910-1,35.4832148,128.7538163,경상남도 ,밀양시
1417,덕하시장(덕하공설시장),울산광역시 울주군 청량면 덕마리 578,35.4923391,129.2803503,울산광역시 ,울주군
1418,생초시장,경상남도 산청군 생초면 어서리 259-14,35.4924227,127.8361253,경상남도 ,산청군
1419,밀양아리랑시장,경상남도 밀양시 내일동 583-1,35.4930264,128.7526107,경상남도 ,밀양시
1420,내일전통시장,경상남도 밀양시 내일동 174-9,35.4933371,128.7533704,경상남도 ,밀양시
1421,월봉시장,울산광역시 동구 화정동 640-17,35.4949822,129.4248681,울산광역시 ,동구
1422,대송농수산물시장,울산광역시 동구 화정동 171-4,35.4992139,129.4206554,울산광역시 ,동구
1423,동울산종합시장,울산광역시 동구 진성14길 77,35.5088646,129.4254233,울산광역시 ,동구
1424,(주)야음시장,울산광역시 남구 815-22,35.5091021,129.3378043,울산광역시 ,남구
1425,울산번개시장,울산광역시 남구 신선로 184번길 46-1,35.5202716,129.3367879,울산광역시 ,남구
1426,남목전통시장,울산광역시 동구 동북동 303-3,35.5218218,129.4306121,울산광역시 ,동구
1427,병영시장,울산광역시 중구 남외동 257-1,35.5705028,129.3463809,울산광역시 ,중구
1428,설천시장(삼도봉장터),울산광역시 중구 남외동 385-3,35.5713336,129.3421918,울산광역시 ,중구
1429,서동시장,울산광역시 중구 서동 143-5,35.5784493,129.3458409,울산광역시 ,중구
1430,송백시장,경상남도 밀양시 산내면 산내로 350,35.5864238,128.8818087,경상남도 ,밀양시
1431,임실시장,전라북도 임실군 임실읍 운수로 26,35.6144139,127.2830972,전라북도 ,임실군
1432,"정읍연지시장(구,정읍제2시장)",전라북도 정읍시 연지시장3길,35.6162975,126.8769842,전라북도 ,정읍시
1433,호계공설시장,울산광역시 북구 호계3길 17-11,35.6235492,129.3555708,울산광역시 ,북구
1434,청도공설시장,경상북도 청도군 청도읍 청도시장1길 23-12,35.6440388,128.7455118,경상북도 ,청도군
1435,장수시장,전라북도 장수군 장수읍 시장로17,35.6493439,127.5170867,전라북도 ,장수군
1436,수암종합시장,울산광역시 남구 야음동 698-1,35.5276765,129.3207802,울산광역시 ,남구
1437,수암상가시장,울산광역시 남구 수암로 128번기 ㄹ12,35.5276765,129.3207802,울산광역시 ,남구
1438,울산산업공구월드,울산광역시 남구 삼산동 1591-4,35.5357294,129.3431101,울산광역시 ,남구
1439,오수시장,전라북도 임실군 오수면 오수로 159,35.5382123,127.3268835,전라북도 ,임실군
1440,신중부시장,울산광역시 남구 신정동 1600-3,35.5384091,129.3035664,울산광역시 ,남구
1441,신정상가시장,울산광역시 남구 신정동 634-10,35.5419814,129.3091049,울산광역시 ,남구
1442,(주)신정시장,울산광역시 남구 월평로 47번길 7,35.5423835,129.3102583,울산광역시 ,남구
1443,남면전통시장,울산광역시 동구 동부동 316-2,35.5425687,129.4288522,울산광역시 ,동구
1444,우정시장,울산광역시 중구 우정동 285-1,35.5545439,129.3100922,울산광역시 ,중구
1445,경화시장,경상남도 창원시 진해구 경화동 906,35.1570415,128.6904485,경상남도 ,창원시
1446,민락골목시장,부산광역시 수영구 민락동 190-1,35.1571272,129.1243375,부산광역시 ,수영구
1447,전포놀이터시장,부산광역시 부산진구 전포동 197-6,35.1589974,129.0670468,부산광역시 ,부산진구
1448,부산산업용품상협동조합,부산광역시 사상구 괘감로 37,35.1597369,128.9794889,부산광역시 ,사상구
1449,광안시장,부산광역시 수영구 광안동 559-2,35.1601947,129.1123117,부산광역시 ,수영구
1450,부전상가,부산광역시 부산진구 부전1동 265-25,35.1603611,129.0595679,부산광역시 ,부산진구
1451,공산5일시장,전라남도 나주시 공산면 공산로 12,34.9478287,126.6012252,전라남도 ,나주시
1452,중앙시장,전라남도 순천시 남내동,34.9539272,127.4852764,전라남도 ,순천시
1453,웃장,전라남도 순천시 북문길 40,34.9588217,127.4852352,전라남도 ,순천시
1454,광영상설시장,전라남도 광양시 광영시장길 19,34.9614566,127.7203398,전라남도 ,광양시
1455,광양5일시장,전라남도 광양시 광양읍 백운로 3,34.9712228,127.5902291,전라남도 ,광양시
1456,고성공룡시장,경상남도 고성군 고성읍 성내리 212-3,34.9726523,128.3234334,경상남도 ,고성군
1457,태화종합시장,울산광역시 중구 화진 4길 20,35.5559032,129.3077514,울산광역시 ,중구
1458,역전시장,울산광역시 중구 학성동 436-20,35.5561812,129.3284941,울산광역시 ,중구
1459,구역전전통시장,울산광역시 중구 학성동 435-5,35.5569594,129.3290364,울산광역시 ,중구
1460,구역전시장,울산광역시 중구 학성동 434-7,35.5570464,129.3284974,울산광역시 ,중구
1461,반구시장,울산광역시 중구 반구동,35.5577266,129.3435752,울산광역시 ,중구
1462,신월1동신영시장,울산광역시 중구 반구동 100-1,35.5611838,129.3374339,울산광역시 ,중구
1463,샘고을시장,전라북도 정읍시 태평 6길 25,35.5629852,126.8550472,전라북도 ,정읍시
1464,언양종합상가시장,울산광역시 울주군 언양읍 남부리 124-2,35.5634348,129.1259253,울산광역시 ,울주군
1465,중앙종합시장,울산광역시 중구 중앙시장길,35.5652295,129.3228302,울산광역시 ,중구
1466,합천시장,경상남도 합천군 합천읍 합천리 473-1,35.5686123,128.1606148,경상남도 ,합천군
1467,양동산업용품시장,광주광역시 서구 천변좌로 294,35.1508881,126.9070208,광주광역시 ,서구
1468,진해중앙시장,경상남도 창원시 진해구 화천동 60,35.1511856,128.6656936,경상남도 ,창원시
1469,개금골목시장,부산광역시 부산진구 개금동 171-115,35.1513115,129.0245283,부산광역시 ,부산진구
1470,양동복개상가,광주광역시 서구 양동 복개상가,35.1520644,126.9055235,광주광역시 ,서구
1471,광주양동시장,광주광역시 서구 천변좌로 238,35.1527167,126.9044714,광주광역시 ,서구
1472,양동닭전길시장,광주광역시 서구 천변좌로 262번길 4(양동),35.1527724,126.9040762,광주광역시 ,서구
1473,용산시장,대구광역시 달서구 성지로 66-1(용산동),35.1530421,126.8793566,대구광역시 ,달서구
1474,약령시장,대구광역시 중구 남성로 27-1,35.1531127,126.9018327,대구광역시 ,중구
1475,양동수산전통시장,광주광역시 서구 양동 5-254,35.1531127,126.9018327,광주광역시 ,서구
1476,양동건어물시장,광주광역시 서구 천변좌로 254번길 6,35.1531986,126.9033571,광주광역시 ,서구
1477,산청시장,광주광역시 동구 필문대로 206번길 6-38,35.1536959,126.9307557,광주광역시 ,동구
1478,용호삼성시장,부산광역시 남구 용호1동 126-4번지,35.1240848,129.1103776,부산광역시 ,남구
1479,양동경열로시장,광주광역시 서구 경열로 144,35.1538178,126.9010616,광주광역시 ,서구
1480,부산새벽시장,부산광역시 사상구 새벽로 141,35.1539056,128.9816251,부산광역시 ,사상구
1481,대인시장,광주광역시 동구 제봉로 194번길 10,35.1540348,126.9171528,광주광역시 ,동구
1482,진해중부시장,경상남도 창원시 진해구 경화동 1164-1번지,35.1548127,128.6816052,경상남도 ,창원시
1483,광안어패류시장,부산광역시 수영구 민락동 181-72,35.1555023,129.1245895,부산광역시 ,수영구
1484,민락회타운시장,부산광역시 수영구 민락동 181-84,35.1555542,129.1238549,부산광역시 ,수영구
1485,서면시장,부산광역시 부산진구 서면로 56,35.1556411,129.0581677,부산광역시 ,부산진구
1486,우산매일시장,광주광역시 광산구 우산동,35.1556887,126.8145873,광주광역시 ,광산구
1487,민락어패류시장,부산광역시 수영구 민락동 181-8,35.1556927,129.1244714,부산광역시 ,수영구
1488,감천2동시장,부산광역시 사상구 감전동 121-12,35.1563331,128.9846177,부산광역시 ,사상구
1489,민락씨랜드시장,부산광역시 수영구 민락동 181-228,35.1568398,129.1261664,부산광역시 ,수영구
1490,대연시장,부산광역시 남구 대연5동 1760-1번지,35.1356954,129.0884447,부산광역시 ,남구
1491,못골골목시장,부산광역시 남구 대연5동 1416-23,35.1358737,129.0896673,부산광역시 ,남구
1492,부산진남문시장,부산광역시 동구 범일동 290-3,35.1359133,129.0587573,부산광역시 ,동구
1493,무안시장(무안임시시장),광주광역시 남구 군분로 27(주월동),35.1361813,126.8945328,광주광역시 ,남구
1494,부산진시장,부산광역시 동구 범일동 290-1번지,35.1363642,129.0587302,부산광역시 ,동구
1495,송지산정5일시장,광주광역시 광산구 송정로 8번길 13,35.1363924,126.7919998,광주광역시 ,광산구
1496,송정5일시장,광주광역시 광산구 송정동 884-1,35.1368312,126.7972273,광주광역시 ,광산구
1497,1913송정역시장(송정역전매일시장),광주광역시 광산구 송정로8번길 13(송정동),35.1375086,126.7972832,광주광역시 ,광산구
1498,송정매일시장,광주광역시 광산구 송정동 813-1,35.1375086,126.7972832,광주광역시 ,광산구
1499,남광주해뜨는시장,광주광역시 동구 제봉로 17번길 13-6,35.1389369,126.9212483,광주광역시 ,동구
1500,남천해변시장,부산광역시 수영구 남천동 556,35.1392131,129.1090799,부산광역시 ,수영구
1501,남광주시장,광주광역시 동구 양림로 117,35.1400677,126.9206847,광주광역시 ,동구
1502,영해종합시장,부산광역시 사상구 학장동 570-2,35.1407202,128.9880148,부산광역시 ,사상구
1503,봉선시장,광주광역시 남구 봉선 중앙로 91번길,35.1248545,126.9128764,광주광역시 ,남구
1504,부산자유시장,부산광역시 동구 조방로 48(범일동),35.1409133,129.0611374,부산광역시 ,동구
1505,부산평화시장,부산광역시 부산진구 자유평화로 7 평화도매시장,35.1415032,129.0606732,부산광역시 ,부산진구
1506,흥덕시장,전라북도 고창군 흥덕면 흥덕리 239-1,35.1418245,129.0530186,전라북도 ,고창군
1507,골드테마거리,부산광역시 부산진구 범일로 134 중앙빌딩,35.1420248,129.0597802,부산광역시 ,부산진구
1508,삼익비치B상가시장,부산광역시 수영구 남천동 148-9,35.1439777,129.1143898,부산광역시 ,수영구
1509,삼익패션타운,부산광역시 수영구 남천동 148-5,35.1457367,129.1152259,부산광역시 ,수영구
1510,보수종합시장,부산광역시 중구 보수대로 94,35.1041674,129.0218429,부산광역시 ,중구
1511,당리시장,부산광역시 사하구 당리동 143-1,35.1054609,128.9753291,부산광역시 ,사하구
1512,서대신1동골목시장,부산광역시 서구 서대신동 1가 159-6,35.1091389,129.0148298,부산광역시 ,서구
1513,서대신동골목시장,부산광역시 서구 서대신동 2가 108번지 일원,35.1102405,129.0167631,부산광역시 ,서구
1514,대신시장,부산광역시 서구 대영로 78 (동대신동1가 113-1번지),35.1103868,129.0197267,부산광역시 ,서구
1515,에덴골목시장,부산광역시 사하구 하단2동 500-29,35.1111592,128.9627419,부산광역시 ,사하구
1516,에덴시장,부산광역시 사하구 하단2동 487-6,35.1114714,128.9631695,부산광역시 ,사하구
1517,새영주시장,부산광역시 중구 영주1동 20-15번지,35.1127151,129.0364188,부산광역시 ,중구
1518,명지시장,부산광역시 강서구 명지동 1-377,35.1127809,128.9317122,부산광역시 ,강서구
1519,감전시장,부산광역시 남구 감만1동 171-9번지,35.1162981,129.0823199,부산광역시 ,남구
1520,용호골목시장,부산광역시 남구 용호3동 494-19번지,35.1164308,129.1114914,부산광역시 ,남구
1521,새감만종합시장,부산광역시 남구 감만1동 163-2,35.1165196,129.0817414,부산광역시 ,남구
1522,초량전통시장,부산광역시 동구 초량동 308-1,35.1181142,129.0396138,부산광역시 ,동구
1523,초량상가시장,부산광역시 동구 초량로 15 초량상가시장,35.1189212,129.0400119,부산광역시 ,동구
1524,나산시장,전라남도 함평군 나산면 삼축리,35.1213366,126.6085083,전라남도 ,함평군
1525,용호시장,부산광역시 남구 용호2동 316-10번지,35.1214871,129.1095744,부산광역시 ,남구
1526,수정시장,부산광역시 동구 수정2동 170-1번지,35.1282504,129.0464245,부산광역시 ,동구
1527,수정재래시장,부산광역시 동구 수정동 248-3,35.1302415,129.0465377,부산광역시 ,동구
1528,감천시장,부산광역시 사하구 감천 2동 13-13,35.0908022,129.0064322,부산광역시 ,사하구
1529,신평종합시장,부산광역시 사하구 신평동 111-213,35.0915936,128.9768968,부산광역시 ,사하구
1530,영도봉래시장,부산광역시 영도구 봉래동3가 13-3,35.0925728,129.0433035,부산광역시 ,영도구
1531,충무동해안시장,부산광역시 서구 해안새벽시장길 68,35.0931814,129.0247876,부산광역시 ,서구
1532,충무동새벽시장,부산광역시 서구 충무시장길 38,35.0948436,129.0232949,부산광역시 ,서구
1533,충주옹달샘시장,부산광역시 서구 충무동1가 1-75,35.0958751,129.0260278,부산광역시 ,서구
1534,청학시장,부산광역시 영도구 태종로 316번길 1,35.0967168,129.0602135,부산광역시 ,영도구
1535,신동아수산물종합시장,부산광역시 중구 자갈치로 42(남포동5가),35.0968407,129.0290999,부산광역시 ,중구
1536,신천지시장,부산광역시 중구 자갈치로 33,35.0970587,129.0278413,부산광역시 ,중구
1537,부산자갈밭시장,"부산광역시 중구 자갈치로 52, 3층",35.0971851,129.0299377,부산광역시 ,중구
1538,건어물시장,부산광역시 중구 남포동 1가 62,35.0973126,129.0276158,부산광역시 ,중구
1539,산격종합시장,부산광역시 사하구 괴정4동 552-14,35.0975813,128.9855231,부산광역시 ,사하구
1540,괴정골목시장,부산광역시 사하구 사하로 198,35.0993144,128.9937484,부산광역시 ,사하구
1541,부산데파트,부산광역시 중구 중앙대로 21,35.0994661,129.0362292,부산광역시 ,중구
1542,창원기계공구상가,부산광역시 중구 국제시장2길 5,35.0999743,129.0284153,부산광역시 ,중구
1543,만물의거리시장,부산광역시 중구 국제시장 2길 16-1,35.1007028,129.0286111,부산광역시 ,중구
1544,부평깡통시장,부산광역시 중구 중구로 39번길 32,35.1014891,129.0262407,부산광역시 ,중구
1545,국제시장,부산광역시 중구 중구로 42,35.1015451,129.0281389,부산광역시 ,중구
1546,가락타운상가시장,부산광역시 사하구 하단1동 1176,35.1016933,128.9594788,부산광역시 ,사하구
1547,아미시장,부산광역시 서구 아미동 2가 96-11,35.1018965,129.0185146,부산광역시 ,서구
1548,자갈치시장,부산광역시 중구 가갈치 해안토 52번길,35.1020315,129.0313697,부산광역시 ,중구
1549,괴목시장,전라남도 순천시 괴목길 27,35.1023044,127.4285911,전라남도 ,순천시
1550,월드밸리,부산광역시 중구 대청로 60,35.1028219,129.0263819,부산광역시 ,중구
1551,주문진 건어물시장,강원도 강릉시 주문진읍 해안로 1740,37.89058775,128.828778,강원도 ,강릉시
1552,주문진 종합시장,강원도 강릉시 주문진읍 구시장길 8-1,37.89124816,128.8268574,강원도 ,강릉시
1553,주문진 수산시장,강원도 강릉시 주문진읍 시장1길 4-1,37.89079539,128.8279374,강원도 ,강릉시
1554,동부시장,강원도 강릉시 옥천로 48,37.76006393,128.9006618,강원도 ,강릉시
1555,서부시장,강원도 강릉시 임영로155번길 6,37.75509503,128.8907996,강원도 ,강릉시
1556,강릉 성남시장,강원도 강릉시 중앙시장길 24-2,37.75373715,128.8990521,강원도 ,강릉시
1557,강릉 중앙시장,강원도 강릉시 금성로 21,37.75402512,128.8986238,강원도 ,강릉시
1558,기장시장,부산광역시 기장군 읍내로 104번길 16,35.2436952,129.2148671,부산광역시 ,기장군
1559,서호전통시장,경상남도 통영시 새터길 58-9,34.84147002,128.420182,경상남도 ,통영시
1560,북신전통시장,경상남도 통영시 북신시장1길 66,34.85415524,128.427533,경상남도 ,통영시
1561,통영중앙전통시장,경상남도 통영시 중앙시장1길 14-16,34.84529488,128.4246191,경상남도 ,통영시
1562,진교공설시장,경상남도 하동군 진교면 진교리302-4,35.026926,127.9043146,경상남도 ,하동군
1563,나주목사고을시장,전라남도 나주시 청동길 14,35.0370733,126.7237834,전라남도 ,나주시
1564,남평5일시장,전라남도 나주시 남평읍 지석로21,35.0457564,126.8417489,전라남도 ,나주시
1565,다대씨-파크,부산광역시 사하구 다대동 680-2,35.0551081,128.9719566,부산광역시 ,사하구
1566,장림골목시장,부산광역시 사하구 장림시장 5길 95,35.0783178,128.9699181,부산광역시 ,사하구
1567,송남시장,부산광역시 서구 충무대로 34(암남동),35.0785013,129.0168407,부산광역시 ,서구
1568,장림시장,부산광역시 사하구 장림동 792-7,35.0807858,128.9678967,부산광역시 ,사하구
1569,감포시장,부산광역시 사하구 감천1동 471,35.0882674,129.0055676,부산광역시 ,사하구
1570,신평골목시장,부산광역시 사하구 다대로134번길 180,35.0885801,128.9806004,부산광역시 ,사하구
1571,남항시장,부산광역시 영도구 절영로 49번길 73-5,35.0889219,129.0422809,부산광역시 ,영도구
1572,사파동성종합상가,경상남도 사천시 사천읍 장의리 393-2,35.0896575,128.1077072,경상남도 ,사천시
1573,자갈치시장,부산광역시 중구 자갈치해안로 52,35.0966394,129.0305933,부산광역시 ,중구
1574,월드밸리,부산광역시 중구 대청로 60,35.10280592,129.0263579,부산광역시 ,중구
1575,신동아수산물종합시장,부산광역시 중구 자갈치로 42,35.09684405,129.0291402,부산광역시 ,중구
1576,신천지시장,부산광역시 중구 자갈치로 33,35.09705329,129.0278383,부산광역시 ,중구
1577,보수종합시장,부산광역시 중구 보수대로 94,35.1042508,129.0218627,부산광역시 ,중구
1578,창선상가,부산광역시 중구 국제시장2길 5,35.09970556,129.0283163,부산광역시 ,중구
1579,국제시장,부산광역시 중구 중구로 42,35.10154083,129.0280723,부산광역시 ,중구
1580,영주시장,부산광역시 중구 대영로 242번길 3,35.1116782,129.0373797,부산광역시 ,중구
1581,부산데파트,부산광역시 중구 중앙대로 21,35.09950947,129.0361407,부산광역시 ,중구
1582,서귀포매일올레시장,제주특별자치도 서귀포시 중앙로62번길 18,33.2501708,126.5636786,제주특별자치도 ,서귀포시
1583,모슬포중앙시장,제주특별자치도 서귀포시 대정읍 상모로 325,33.2220889,126.2547643,제주특별자치도 ,서귀포시
1584,서귀포향토오일시장,제주특별자치도 서귀포시 토평서로11번길 150,33.2664252,126.5734808,제주특별자치도 ,서귀포시
1585,중문오일시장,제주특별자치도 서귀포시 천제연로188번길 12,33.2508555,126.4242065,제주특별자치도 ,서귀포시
1586,대정오일시장,제주특별자치도 서귀포시 대정읍 신영로36번길 65,33.220516,126.2483125,제주특별자치도 ,서귀포시
1587,서부시장,전라북도 전주시 완산구 효동2길 18,35.80494056,127.126648,전라북도 ,전주시
1588,남부 시장,전라북도 전주시 완산구 풍남문1길 19-1 (전동3가),35.812736,127.147789,전라북도 ,전주시
1589,중앙 시장,전라북도 전주시 완산구 태평3길 70 (태평동),35.825203,127.142478,전라북도 ,전주시
1590,모래내 시장,전라북도 전주시 덕진구 모래내4길 8-8(인후동2가),35.833543,127.143887,전라북도 ,전주시
1591,동부 시장,전라북도 전주시 완산구 충경로 109 (경원동3가),35.82003194,127.151032,전라북도 ,전주시
